T_out,Press_mm_hg,RH_out
-2.3,759.5,87
-2.27,759.6,87.33
-2.23,759.7,87.67
-2.2,759.8,88
-2.17,759.83,88.17
-2.13,759.87,88.33
-2.1,759.9,88.5
-2.07,759.93,88.67
-2.03,759.97,88.83
-2,760,89
-1.95,760.1,88.83
-1.9,760.2,88.67
-1.85,760.3,88.5
-1.8,760.4,88.33
-1.75,760.5,88.17
-1.7,760.6,88
-1.57,760.6,87.33
-1.43,760.6,86.67
-1.3,760.6,86
-1.17,760.6,85.33
-1.03,760.6,84.67
-0.9,760.6,84
-0.82,760.6,83.83
-0.73,760.6,83.67
-0.65,760.6,83.5
-0.57,760.6,83.33
-0.48,760.6,83.17
-0.4,760.6,83
-0.28,760.55,82.67
-0.17,760.5,82.33
-0.05,760.45,82
0.07,760.4,81.67
0.18,760.35,81.33
0.3,760.3,81
0.35,760.3,80.83
0.4,760.3,80.67
0.45,760.3,80.5
0.5,760.3,80.33
0.55,760.3,80.17
0.6,760.3,80
0.6,760.3,80.5
0.6,760.3,81
0.6,760.3,81.5
0.6,760.3,82
0.6,760.3,82.5
0.6,760.3,83
0.55,760.3,83.67
0.5,760.3,84.33
0.45,760.3,85
0.4,760.3,85.67
0.35,760.3,86.33
0.3,760.3,87
0.27,760.37,87.5
0.23,760.43,88
0.2,760.5,88.5
0.17,760.57,89
0.13,760.63,89.5
0.1,760.7,90
0.05,760.7,90.5
0,760.7,91
-0.05,760.7,91.5
-0.1,760.7,92
-0.15,760.7,92.5
-0.2,760.7,93
-0.15,760.78,92.5
-0.1,760.87,92
-0.05,760.95,91.5
0,761.03,91
0.05,761.12,90.5
0.1,761.2,90
0.13,761.25,90
0.17,761.3,90
0.2,761.35,90
0.23,761.4,90
0.27,761.45,90
0.3,761.5,90
0.3,761.5,89.83
0.3,761.5,89.67
0.3,761.5,89.5
0.3,761.5,89.33
0.3,761.5,89.17
0.3,761.5,89
0.3,761.55,88.83
0.3,761.6,88.67
0.3,761.65,88.5
0.3,761.7,88.33
0.3,761.75,88.17
0.3,761.8,88
0.25,761.8,88
0.2,761.8,88
0.15,761.8,88
0.1,761.8,88
0.05,761.8,88
0,761.8,88
-0.17,761.87,88.33
-0.33,761.93,88.67
-0.5,762,89
-0.67,762.07,89.33
-0.83,762.13,89.67
-1,762.2,90
-1.17,762.2,90.67
-1.33,762.2,91.33
-1.5,762.2,92
-1.67,762.2,92.67
-1.83,762.2,93.33
-2,762.2,94
-1.8,762.22,93.5
-1.6,762.23,93
-1.4,762.25,92.5
-1.2,762.27,92
-1,762.28,91.5
-0.8,762.3,91
-0.78,762.28,90.83
-0.77,762.27,90.67
-0.75,762.25,90.5
-0.73,762.23,90.33
-0.72,762.22,90.17
-0.7,762.2,90
-0.78,762.23,89.67
-0.87,762.27,89.33
-0.95,762.3,89
-1.03,762.33,88.67
-1.12,762.37,88.33
-1.2,762.4,88
-1.37,762.45,88.17
-1.53,762.5,88.33
-1.7,762.55,88.5
-1.87,762.6,88.67
-2.03,762.65,88.83
-2.2,762.7,89
-2.13,762.7,89.17
-2.07,762.7,89.33
-2,762.7,89.5
-1.93,762.7,89.67
-1.87,762.7,89.83
-1.8,762.7,90
-1.97,762.8,90.17
-2.13,762.9,90.33
-2.3,763,90.5
-2.47,763.1,90.67
-2.63,763.2,90.83
-2.8,763.3,91
-3.05,763.37,91.33
-3.3,763.43,91.67
-3.55,763.5,92
-3.8,763.57,92.33
-4.05,763.63,92.67
-4.3,763.7,93
-3.83,763.78,92.5
-3.37,763.87,92
-2.9,763.95,91.5
-2.43,764.03,91
-1.97,764.12,90.5
-1.5,764.2,90
-1.08,764.25,87.67
-0.67,764.3,85.33
-0.25,764.35,83
0.17,764.4,80.67
0.58,764.45,78.33
1,764.5,76
1.2,764.5,74.33
1.4,764.5,72.67
1.6,764.5,71
1.8,764.5,69.33
2,764.5,67.67
2.2,764.5,66
2.43,764.45,64.33
2.67,764.4,62.67
2.9,764.35,61
3.13,764.3,59.33
3.37,764.25,57.67
3.6,764.2,56
3.73,764.15,56
3.87,764.1,56
4,764.05,56
4.13,764,56
4.27,763.95,56
4.4,763.9,56
4.45,763.87,55.17
4.5,763.83,54.33
4.55,763.8,53.5
4.6,763.77,52.67
4.65,763.73,51.83
4.7,763.7,51
4.67,763.77,52.5
4.63,763.83,54
4.6,763.9,55.5
4.57,763.97,57
4.53,764.03,58.5
4.5,764.1,60
4.13,764.13,61.67
3.77,764.17,63.33
3.4,764.2,65
3.03,764.23,66.67
2.67,764.27,68.33
2.3,764.3,70
1.97,764.37,71.17
1.63,764.43,72.33
1.3,764.5,73.5
0.97,764.57,74.67
0.63,764.63,75.83
0.3,764.7,77
0.12,764.67,78.17
-0.07,764.63,79.33
-0.25,764.6,80.5
-0.43,764.57,81.67
-0.62,764.53,82.83
-0.8,764.5,84
-0.77,764.53,84
-0.73,764.57,84
-0.7,764.6,84
-0.67,764.63,84
-0.63,764.67,84
-0.6,764.7,84
-0.32,764.67,83.67
-0.03,764.63,83.33
0.25,764.6,83
0.53,764.57,82.67
0.82,764.53,82.33
1.1,764.5,82
0.98,764.55,82.5
0.87,764.6,83
0.75,764.65,83.5
0.63,764.7,84
0.52,764.75,84.5
0.4,764.8,85
0.23,764.8,85.83
0.07,764.8,86.67
-0.1,764.8,87.5
-0.27,764.8,88.33
-0.43,764.8,89.17
-0.6,764.8,90
-0.5,764.85,89.67
-0.4,764.9,89.33
-0.3,764.95,89
-0.2,765,88.67
-0.1,765.05,88.33
0,765.1,88
-0.05,765.1,88.17
-0.1,765.1,88.33
-0.15,765.1,88.5
-0.2,765.1,88.67
-0.25,765.1,88.83
-0.3,765.1,89
-0.3,765,88.83
-0.3,764.9,88.67
-0.3,764.8,88.5
-0.3,764.7,88.33
-0.3,764.6,88.17
-0.3,764.5,88
-0.35,764.53,88
-0.4,764.57,88
-0.45,764.6,88
-0.5,764.63,88
-0.55,764.67,88
-0.6,764.7,88
-0.63,764.6,87.83
-0.67,764.5,87.67
-0.7,764.4,87.5
-0.73,764.3,87.33
-0.77,764.2,87.17
-0.8,764.1,87
-0.87,764.1,87
-0.93,764.1,87
-1,764.1,87
-1.07,764.1,87
-1.13,764.1,87
-1.2,764.1,87
-1.17,764.02,86.67
-1.13,763.93,86.33
-1.1,763.85,86
-1.07,763.77,85.67
-1.03,763.68,85.33
-1,763.6,85
-1.05,763.57,84.83
-1.1,763.53,84.67
-1.15,763.5,84.5
-1.2,763.47,84.33
-1.25,763.43,84.17
-1.3,763.4,84
-1.22,763.38,83.5
-1.13,763.37,83
-1.05,763.35,82.5
-0.97,763.33,82
-0.88,763.32,81.5
-0.8,763.3,81
-0.68,763.23,80.5
-0.57,763.17,80
-0.45,763.1,79.5
-0.33,763.03,79
-0.22,762.97,78.5
-0.1,762.9,78
-0.07,762.88,78.17
-0.03,762.87,78.33
0,762.85,78.5
0.03,762.83,78.67
0.07,762.82,78.83
0.1,762.8,79
0.28,762.77,78.5
0.47,762.73,78
0.65,762.7,77.5
0.83,762.67,77
1.02,762.63,76.5
1.2,762.6,76
1.45,762.52,75.17
1.7,762.43,74.33
1.95,762.35,73.5
2.2,762.27,72.67
2.45,762.18,71.83
2.7,762.1,71
2.83,762,70.83
2.97,761.9,70.67
3.1,761.8,70.5
3.23,761.7,70.33
3.37,761.6,70.17
3.5,761.5,70
3.53,761.4,69.83
3.57,761.3,69.67
3.6,761.2,69.5
3.63,761.1,69.33
3.67,761,69.17
3.7,760.9,69
3.7,760.85,70.17
3.7,760.8,71.33
3.7,760.75,72.5
3.7,760.7,73.67
3.7,760.65,74.83
3.7,760.6,76
3.58,760.6,78
3.47,760.6,80
3.35,760.6,82
3.23,760.6,84
3.12,760.6,86
3,760.6,88
3,760.55,88.83
3,760.5,89.67
3,760.45,90.5
3,760.4,91.33
3,760.35,92.17
3,760.3,93
3.03,760.3,93.5
3.07,760.3,94
3.1,760.3,94.5
3.13,760.3,95
3.17,760.3,95.5
3.2,760.3,96
3.27,760.35,95.83
3.33,760.4,95.67
3.4,760.45,95.5
3.47,760.5,95.33
3.53,760.55,95.17
3.6,760.6,95
3.62,760.68,95.33
3.63,760.77,95.67
3.65,760.85,96
3.67,760.93,96.33
3.68,761.02,96.67
3.7,761.1,97
3.7,761.2,97
3.7,761.3,97
3.7,761.4,97
3.7,761.5,97
3.7,761.6,97
3.7,761.7,97
3.7,761.77,97.17
3.7,761.83,97.33
3.7,761.9,97.5
3.7,761.97,97.67
3.7,762.03,97.83
3.7,762.1,98
3.77,762.17,98.33
3.83,762.23,98.67
3.9,762.3,99
3.97,762.37,99.33
4.03,762.43,99.67
4.1,762.5,100
4.17,762.58,100
4.23,762.67,100
4.3,762.75,100
4.37,762.83,100
4.43,762.92,100
4.5,763,100
4.52,763.1,100
4.53,763.2,100
4.55,763.3,100
4.57,763.4,100
4.58,763.5,100
4.6,763.6,100
4.65,763.68,100
4.7,763.77,100
4.75,763.85,100
4.8,763.93,100
4.85,764.02,100
4.9,764.1,100
4.93,764.27,100
4.97,764.43,100
5,764.6,100
5.03,764.77,100
5.07,764.93,100
5.1,765.1,100
5.08,765.23,99.83
5.07,765.37,99.67
5.05,765.5,99.5
5.03,765.63,99.33
5.02,765.77,99.17
5,765.9,99
5.02,765.97,99.17
5.03,766.03,99.33
5.05,766.1,99.5
5.07,766.17,99.67
5.08,766.23,99.83
5.1,766.3,100
5.23,766.35,100
5.37,766.4,100
5.5,766.45,100
5.63,766.5,100
5.77,766.55,100
5.9,766.6,100
5.9,766.73,99.83
5.9,766.87,99.67
5.9,767,99.5
5.9,767.13,99.33
5.9,767.27,99.17
5.9,767.4,99
5.85,767.47,99
5.8,767.53,99
5.75,767.6,99
5.7,767.67,99
5.65,767.73,99
5.6,767.8,99
5.6,767.9,99.17
5.6,768,99.33
5.6,768.1,99.5
5.6,768.2,99.67
5.6,768.3,99.83
5.6,768.4,100
5.67,768.52,99.83
5.73,768.63,99.67
5.8,768.75,99.5
5.87,768.87,99.33
5.93,768.98,99.17
6,769.1,99
6.05,769.23,99.17
6.1,769.37,99.33
6.15,769.5,99.5
6.2,769.63,99.67
6.25,769.77,99.83
6.3,769.9,100
6.38,769.93,99.67
6.47,769.97,99.33
6.55,770,99
6.63,770.03,98.67
6.72,770.07,98.33
6.8,770.1,98
6.85,770.13,97.83
6.9,770.17,97.67
6.95,770.2,97.5
7,770.23,97.33
7.05,770.27,97.17
7.1,770.3,97
7.15,770.27,96.67
7.2,770.23,96.33
7.25,770.2,96
7.3,770.17,95.67
7.35,770.13,95.33
7.4,770.1,95
7.42,770.13,95
7.43,770.17,95
7.45,770.2,95
7.47,770.23,95
7.48,770.27,95
7.5,770.3,95
7.35,770.37,95.5
7.2,770.43,96
7.05,770.5,96.5
6.9,770.57,97
6.75,770.63,97.5
6.6,770.7,98
6.58,770.68,98
6.57,770.67,98
6.55,770.65,98
6.53,770.63,98
6.52,770.62,98
6.5,770.6,98
6.25,770.58,97.83
6,770.57,97.67
5.75,770.55,97.5
5.5,770.53,97.33
5.25,770.52,97.17
5,770.5,97
5.22,770.53,96.83
5.43,770.57,96.67
5.65,770.6,96.5
5.87,770.63,96.33
6.08,770.67,96.17
6.3,770.7,96
6.23,770.67,95.17
6.17,770.63,94.33
6.1,770.6,93.5
6.03,770.57,92.67
5.97,770.53,91.83
5.9,770.5,91
5.9,770.47,90.83
5.9,770.43,90.67
5.9,770.4,90.5
5.9,770.37,90.33
5.9,770.33,90.17
5.9,770.3,90
5.83,770.27,90.17
5.77,770.23,90.33
5.7,770.2,90.5
5.63,770.17,90.67
5.57,770.13,90.83
5.5,770.1,91
5.48,770.07,91
5.47,770.03,91
5.45,770,91
5.43,769.97,91
5.42,769.93,91
5.4,769.9,91
5.35,769.85,91.17
5.3,769.8,91.33
5.25,769.75,91.5
5.2,769.7,91.67
5.15,769.65,91.83
5.1,769.6,92
5.13,769.58,92
5.17,769.57,92
5.2,769.55,92
5.23,769.53,92
5.27,769.52,92
5.3,769.5,92
5.3,769.43,92
5.3,769.37,92
5.3,769.3,92
5.3,769.23,92
5.3,769.17,92
5.3,769.1,92
5.32,769.02,92
5.33,768.93,92
5.35,768.85,92
5.37,768.77,92
5.38,768.68,92
5.4,768.6,92
5.47,768.53,91.83
5.53,768.47,91.67
5.6,768.4,91.5
5.67,768.33,91.33
5.73,768.27,91.17
5.8,768.2,91
5.85,768.18,91
5.9,768.17,91
5.95,768.15,91
6,768.13,91
6.05,768.12,91
6.1,768.1,91
6.22,768.05,90.33
6.33,768,89.67
6.45,767.95,89
6.57,767.9,88.33
6.68,767.85,87.67
6.8,767.8,87
6.67,767.78,88
6.53,767.77,89
6.4,767.75,90
6.27,767.73,91
6.13,767.72,92
6,767.7,93
6.02,767.63,93.5
6.03,767.57,94
6.05,767.5,94.5
6.07,767.43,95
6.08,767.37,95.5
6.1,767.3,96
6.18,767.33,95.83
6.27,767.37,95.67
6.35,767.4,95.5
6.43,767.43,95.33
6.52,767.47,95.17
6.6,767.5,95
6.58,767.55,94.83
6.57,767.6,94.67
6.55,767.65,94.5
6.53,767.7,94.33
6.52,767.75,94.17
6.5,767.8,94
6.5,767.85,94.67
6.5,767.9,95.33
6.5,767.95,96
6.5,768,96.67
6.5,768.05,97.33
6.5,768.1,98
6.52,768.1,98.17
6.53,768.1,98.33
6.55,768.1,98.5
6.57,768.1,98.67
6.58,768.1,98.83
6.6,768.1,99
6.67,768.05,99
6.73,768,99
6.8,767.95,99
6.87,767.9,99
6.93,767.85,99
7,767.8,99
7.07,767.8,99
7.13,767.8,99
7.2,767.8,99
7.27,767.8,99
7.33,767.8,99
7.4,767.8,99
7.48,767.75,98.67
7.57,767.7,98.33
7.65,767.65,98
7.73,767.6,97.67
7.82,767.55,97.33
7.9,767.5,97
7.88,767.48,97
7.87,767.47,97
7.85,767.45,97
7.83,767.43,97
7.82,767.42,97
7.8,767.4,97
7.82,767.42,96.83
7.83,767.43,96.67
7.85,767.45,96.5
7.87,767.47,96.33
7.88,767.48,96.17
7.9,767.5,96
7.92,767.5,96
7.93,767.5,96
7.95,767.5,96
7.97,767.5,96
7.98,767.5,96
8,767.5,96
7.98,767.5,96
7.97,767.5,96
7.95,767.5,96
7.93,767.5,96
7.92,767.5,96
7.9,767.5,96
7.92,767.55,95.83
7.93,767.6,95.67
7.95,767.65,95.5
7.97,767.7,95.33
7.98,767.75,95.17
8,767.8,95
8.02,767.73,95
8.03,767.67,95
8.05,767.6,95
8.07,767.53,95
8.08,767.47,95
8.1,767.4,95
8.1,767.42,95
8.1,767.43,95
8.1,767.45,95
8.1,767.47,95
8.1,767.48,95
8.1,767.5,95
8.07,767.43,95
8.03,767.37,95
8,767.3,95
7.97,767.23,95
7.93,767.17,95
7.9,767.1,95
7.92,767.08,95
7.93,767.07,95
7.95,767.05,95
7.97,767.03,95
7.98,767.02,95
8,767,95
8.02,766.97,94.83
8.03,766.93,94.67
8.05,766.9,94.5
8.07,766.87,94.33
8.08,766.83,94.17
8.1,766.8,94
8.1,766.72,94
8.1,766.63,94
8.1,766.55,94
8.1,766.47,94
8.1,766.38,94
8.1,766.3,94
8.12,766.25,94
8.13,766.2,94
8.15,766.15,94
8.17,766.1,94
8.18,766.05,94
8.2,766,94
8.23,765.93,94
8.27,765.87,94
8.3,765.8,94
8.33,765.73,94
8.37,765.67,94
8.4,765.6,94
8.25,765.53,94.5
8.1,765.47,95
7.95,765.4,95.5
7.8,765.33,96
7.65,765.27,96.5
7.5,765.2,97
7.43,765.13,96.67
7.37,765.07,96.33
7.3,765,96
7.23,764.93,95.67
7.17,764.87,95.33
7.1,764.8,95
7,764.75,95
6.9,764.7,95
6.8,764.65,95
6.7,764.6,95
6.6,764.55,95
6.5,764.5,95
6.55,764.43,95
6.6,764.37,95
6.65,764.3,95
6.7,764.23,95
6.75,764.17,95
6.8,764.1,95
6.88,764.08,94.67
6.97,764.07,94.33
7.05,764.05,94
7.13,764.03,93.67
7.22,764.02,93.33
7.3,764,93
7.57,763.93,91.67
7.83,763.87,90.33
8.1,763.8,89
8.37,763.73,87.67
8.63,763.67,86.33
8.9,763.6,85
9.18,763.55,82.17
9.47,763.5,79.33
9.75,763.45,76.5
10.03,763.4,73.67
10.32,763.35,70.83
10.6,763.3,68
10.85,763.3,66
11.1,763.3,64
11.35,763.3,62
11.6,763.3,60
11.85,763.3,58
12.1,763.3,56
12.08,763.23,56.67
12.07,763.17,57.33
12.05,763.1,58
12.03,763.03,58.67
12.02,762.97,59.33
12,762.9,60
12.12,762.8,59.33
12.23,762.7,58.67
12.35,762.6,58
12.47,762.5,57.33
12.58,762.4,56.67
12.7,762.3,56
12.77,762.27,55.83
12.83,762.23,55.67
12.9,762.2,55.5
12.97,762.17,55.33
13.03,762.13,55.17
13.1,762.1,55
13,762.07,56
12.9,762.03,57
12.8,762,58
12.7,761.97,59
12.6,761.93,60
12.5,761.9,61
12.18,761.97,62.33
11.87,762.03,63.67
11.55,762.1,65
11.23,762.17,66.33
10.92,762.23,67.67
10.6,762.3,69
10.52,762.3,69.67
10.43,762.3,70.33
10.35,762.3,71
10.27,762.3,71.67
10.18,762.3,72.33
10.1,762.3,73
10.05,762.35,73.33
10,762.4,73.67
9.95,762.45,74
9.9,762.5,74.33
9.85,762.55,74.67
9.8,762.6,75
9.75,762.63,75.5
9.7,762.67,76
9.65,762.7,76.5
9.6,762.73,77
9.55,762.77,77.5
9.5,762.8,78
9.55,762.93,78.17
9.6,763.07,78.33
9.65,763.2,78.5
9.7,763.33,78.67
9.75,763.47,78.83
9.8,763.6,79
9.8,763.62,79.5
9.8,763.63,80
9.8,763.65,80.5
9.8,763.67,81
9.8,763.68,81.5
9.8,763.7,82
9.88,763.83,82
9.97,763.97,82
10.05,764.1,82
10.13,764.23,82
10.22,764.37,82
10.3,764.5,82
10.3,764.43,82.33
10.3,764.37,82.67
10.3,764.3,83
10.3,764.23,83.33
10.3,764.17,83.67
10.3,764.1,84
10.1,764.13,85
9.9,764.17,86
9.7,764.2,87
9.5,764.23,88
9.3,764.27,89
9.1,764.3,90
9.22,764.38,89.67
9.33,764.47,89.33
9.45,764.55,89
9.57,764.63,88.67
9.68,764.72,88.33
9.8,764.8,88
9.72,764.75,88.33
9.63,764.7,88.67
9.55,764.65,89
9.47,764.6,89.33
9.38,764.55,89.67
9.3,764.5,90
9.05,764.43,90.5
8.8,764.37,91
8.55,764.3,91.5
8.3,764.23,92
8.05,764.17,92.5
7.8,764.1,93
7.92,764.05,93.17
8.03,764,93.33
8.15,763.95,93.5
8.27,763.9,93.67
8.38,763.85,93.83
8.5,763.8,94
8.52,763.78,94
8.53,763.77,94
8.55,763.75,94
8.57,763.73,94
8.58,763.72,94
8.6,763.7,94
8.6,763.65,94
8.6,763.6,94
8.6,763.55,94
8.6,763.5,94
8.6,763.45,94
8.6,763.4,94
8.63,763.37,94
8.67,763.33,94
8.7,763.3,94
8.73,763.27,94
8.77,763.23,94
8.8,763.2,94
8.85,763.15,94
8.9,763.1,94
8.95,763.05,94
9,763,94
9.05,762.95,94
9.1,762.9,94
9.13,762.85,94
9.17,762.8,94
9.2,762.75,94
9.23,762.7,94
9.27,762.65,94
9.3,762.6,94
9.42,762.55,93.5
9.53,762.5,93
9.65,762.45,92.5
9.77,762.4,92
9.88,762.35,91.5
10,762.3,91
10.02,762.27,90.67
10.03,762.23,90.33
10.05,762.2,90
10.07,762.17,89.67
10.08,762.13,89.33
10.1,762.1,89
10.17,762.03,87.83
10.23,761.97,86.67
10.3,761.9,85.5
10.37,761.83,84.33
10.43,761.77,83.17
10.5,761.7,82
10.6,761.6,81
10.7,761.5,80
10.8,761.4,79
10.9,761.3,78
11,761.2,77
11.1,761.1,76
11.05,761.05,75.67
11,761,75.33
10.95,760.95,75
10.9,760.9,74.67
10.85,760.85,74.33
10.8,760.8,74
10.68,760.77,74.5
10.57,760.73,75
10.45,760.7,75.5
10.33,760.67,76
10.22,760.63,76.5
10.1,760.6,77
10.05,760.53,76.83
10,760.47,76.67
9.95,760.4,76.5
9.9,760.33,76.33
9.85,760.27,76.17
9.8,760.2,76
9.8,760.15,75.67
9.8,760.1,75.33
9.8,760.05,75
9.8,760,74.67
9.8,759.95,74.33
9.8,759.9,74
9.82,759.92,74
9.83,759.93,74
9.85,759.95,74
9.87,759.97,74
9.88,759.98,74
9.9,760,74
9.85,760,74.67
9.8,760,75.33
9.75,760,76
9.7,760,76.67
9.65,760,77.33
9.6,760,78
9.55,760,79.33
9.5,760,80.67
9.45,760,82
9.4,760,83.33
9.35,760,84.67
9.3,760,86
9.33,759.95,86
9.37,759.9,86
9.4,759.85,86
9.43,759.8,86
9.47,759.75,86
9.5,759.7,86
9.53,759.65,85.5
9.57,759.6,85
9.6,759.55,84.5
9.63,759.5,84
9.67,759.45,83.5
9.7,759.4,83
9.73,759.42,82.5
9.77,759.43,82
9.8,759.45,81.5
9.83,759.47,81
9.87,759.48,80.5
9.9,759.5,80
9.88,759.43,80.17
9.87,759.37,80.33
9.85,759.3,80.5
9.83,759.23,80.67
9.82,759.17,80.83
9.8,759.1,81
9.83,759,81
9.87,758.9,81
9.9,758.8,81
9.93,758.7,81
9.97,758.6,81
10,758.5,81
10.02,758.5,80.83
10.03,758.5,80.67
10.05,758.5,80.5
10.07,758.5,80.33
10.08,758.5,80.17
10.1,758.5,80
10.1,758.45,80.17
10.1,758.4,80.33
10.1,758.35,80.5
10.1,758.3,80.67
10.1,758.25,80.83
10.1,758.2,81
10.1,758.12,81.17
10.1,758.03,81.33
10.1,757.95,81.5
10.1,757.87,81.67
10.1,757.78,81.83
10.1,757.7,82
10.13,757.65,81.83
10.17,757.6,81.67
10.2,757.55,81.5
10.23,757.5,81.33
10.27,757.45,81.17
10.3,757.4,81
10.3,757.38,80.83
10.3,757.37,80.67
10.3,757.35,80.5
10.3,757.33,80.33
10.3,757.32,80.17
10.3,757.3,80
10.18,757.32,81.5
10.07,757.33,83
9.95,757.35,84.5
9.83,757.37,86
9.72,757.38,87.5
9.6,757.4,89
9.63,757.38,88.67
9.67,757.37,88.33
9.7,757.35,88
9.73,757.33,87.67
9.77,757.32,87.33
9.8,757.3,87
9.78,757.32,87.67
9.77,757.33,88.33
9.75,757.35,89
9.73,757.37,89.67
9.72,757.38,90.33
9.7,757.4,91
9.8,757.45,90.33
9.9,757.5,89.67
10,757.55,89
10.1,757.6,88.33
10.2,757.65,87.67
10.3,757.7,87
10.38,757.58,86.67
10.47,757.47,86.33
10.55,757.35,86
10.63,757.23,85.67
10.72,757.12,85.33
10.8,757,85
10.87,756.93,84.5
10.93,756.87,84
11,756.8,83.5
11.07,756.73,83
11.13,756.67,82.5
11.2,756.6,82
11.18,756.52,82
11.17,756.43,82
11.15,756.35,82
11.13,756.27,82
11.12,756.18,82
11.1,756.1,82
11.13,756,81.83
11.17,755.9,81.67
11.2,755.8,81.5
11.23,755.7,81.33
11.27,755.6,81.17
11.3,755.5,81
11.27,755.47,81
11.23,755.43,81
11.2,755.4,81
11.17,755.37,81
11.13,755.33,81
11.1,755.3,81
11.05,755.27,81.17
11,755.23,81.33
10.95,755.2,81.5
10.9,755.17,81.67
10.85,755.13,81.83
10.8,755.1,82
10.7,755.07,83
10.6,755.03,84
10.5,755,85
10.4,754.97,86
10.3,754.93,87
10.2,754.9,88
10.17,754.92,88.5
10.13,754.93,89
10.1,754.95,89.5
10.07,754.97,90
10.03,754.98,90.5
10,755,91
9.93,755,91.33
9.87,755,91.67
9.8,755,92
9.73,755,92.33
9.67,755,92.67
9.6,755,93
9.6,755,93.17
9.6,755,93.33
9.6,755,93.5
9.6,755,93.67
9.6,755,93.83
9.6,755,94
9.63,755.03,94
9.67,755.07,94
9.7,755.1,94
9.73,755.13,94
9.77,755.17,94
9.8,755.2,94
9.8,755.25,94.17
9.8,755.3,94.33
9.8,755.35,94.5
9.8,755.4,94.67
9.8,755.45,94.83
9.8,755.5,95
9.8,755.55,95.17
9.8,755.6,95.33
9.8,755.65,95.5
9.8,755.7,95.67
9.8,755.75,95.83
9.8,755.8,96
9.83,755.93,95.83
9.87,756.07,95.67
9.9,756.2,95.5
9.93,756.33,95.33
9.97,756.47,95.17
10,756.6,95
9.97,756.72,94.17
9.93,756.83,93.33
9.9,756.95,92.5
9.87,757.07,91.67
9.83,757.18,90.83
9.8,757.3,90
9.67,757.55,89.5
9.53,757.8,89
9.4,758.05,88.5
9.27,758.3,88
9.13,758.55,87.5
9,758.8,87
8.88,758.87,87.33
8.77,758.93,87.67
8.65,759,88
8.53,759.07,88.33
8.42,759.13,88.67
8.3,759.2,89
8.18,759.37,88.67
8.07,759.53,88.33
7.95,759.7,88
7.83,759.87,87.67
7.72,760.03,87.33
7.6,760.2,87
7.38,760.37,87.67
7.17,760.53,88.33
6.95,760.7,89
6.73,760.87,89.67
6.52,761.03,90.33
6.3,761.2,91
6.28,761.35,90.83
6.27,761.5,90.67
6.25,761.65,90.5
6.23,761.8,90.33
6.22,761.95,90.17
6.2,762.1,90
6.03,762.23,89.83
5.87,762.37,89.67
5.7,762.5,89.5
5.53,762.63,89.33
5.37,762.77,89.17
5.2,762.9,89
4.95,763.02,89.83
4.7,763.13,90.67
4.45,763.25,91.5
4.2,763.37,92.33
3.95,763.48,93.17
3.7,763.6,94
3.85,763.75,93.83
4,763.9,93.67
4.15,764.05,93.5
4.3,764.2,93.33
4.45,764.35,93.17
4.6,764.5,93
4.85,764.6,91.83
5.1,764.7,90.67
5.35,764.8,89.5
5.6,764.9,88.33
5.85,765,87.17
6.1,765.1,86
6.2,765.13,84.33
6.3,765.17,82.67
6.4,765.2,81
6.5,765.23,79.33
6.6,765.27,77.67
6.7,765.3,76
6.8,765.28,75.67
6.9,765.27,75.33
7,765.25,75
7.1,765.23,74.67
7.2,765.22,74.33
7.3,765.2,74
7.3,765.22,73.5
7.3,765.23,73
7.3,765.25,72.5
7.3,765.27,72
7.3,765.28,71.5
7.3,765.3,71
7.28,765.27,70.83
7.27,765.23,70.67
7.25,765.2,70.5
7.23,765.17,70.33
7.22,765.13,70.17
7.2,765.1,70
7.17,765.1,69.83
7.13,765.1,69.67
7.1,765.1,69.5
7.07,765.1,69.33
7.03,765.1,69.17
7,765.1,69
6.75,765.1,70.33
6.5,765.1,71.67
6.25,765.1,73
6,765.1,74.33
5.75,765.1,75.67
5.5,765.1,77
5.03,765.13,78.67
4.57,765.17,80.33
4.1,765.2,82
3.63,765.23,83.67
3.17,765.27,85.33
2.7,765.3,87
2.55,765.37,87.67
2.4,765.43,88.33
2.25,765.5,89
2.1,765.57,89.67
1.95,765.63,90.33
1.8,765.7,91
2.07,765.72,90.5
2.33,765.73,90
2.6,765.75,89.5
2.87,765.77,89
3.13,765.78,88.5
3.4,765.8,88
3.23,765.83,88.5
3.07,765.87,89
2.9,765.9,89.5
2.73,765.93,90
2.57,765.97,90.5
2.4,766,91
2.45,765.95,90.83
2.5,765.9,90.67
2.55,765.85,90.5
2.6,765.8,90.33
2.65,765.75,90.17
2.7,765.7,90
2.77,765.7,89.33
2.83,765.7,88.67
2.9,765.7,88
2.97,765.7,87.33
3.03,765.7,86.67
3.1,765.7,86
3.08,765.62,86
3.07,765.53,86
3.05,765.45,86
3.03,765.37,86
3.02,765.28,86
3,765.2,86
3.07,765.18,85.5
3.13,765.17,85
3.2,765.15,84.5
3.27,765.13,84
3.33,765.12,83.5
3.4,765.1,83
3.37,765.1,83.17
3.33,765.1,83.33
3.3,765.1,83.5
3.27,765.1,83.67
3.23,765.1,83.83
3.2,765.1,84
3.32,765,83.33
3.43,764.9,82.67
3.55,764.8,82
3.67,764.7,81.33
3.78,764.6,80.67
3.9,764.5,80
3.95,764.55,80.33
4,764.6,80.67
4.05,764.65,81
4.1,764.7,81.33
